0.000000000,0
0.023219955,0
0.046439909,0.308951
0.069659864,0
0.092879819,0
0.116099773,0.343901
0.139319728,0
0.162539683,0.0967089
0.185759637,0.0552991
0.208979592,0
0.232199546,0.302317
0.255419501,0.240812
0.278639456,0.214936
0.301859410,0.295958
0.325079365,0.168826
0.348299320,0
0.371519274,0.183052
0.394739229,0.289869
0.417959184,1.19765
0.441179138,2.79154
0.464399093,2.10952
0.487619048,1.54054
0.510839002,1.46064
0.534058957,0.696933
0.557278912,0
0.580498866,1.16966
0.603718821,0.798871
0.626938776,1.04711
0.650158730,4.76353
0.673378685,3.4589
0.696598639,0
0.719818594,0
0.743038549,0
0.766258503,0.758051
0.789478458,0.767808
0.812698413,0
0.835918367,0
0.859138322,0.114257
0.882358277,0
0.905578231,0
0.928798186,0
0.952018141,0
0.975238095,0
0.998458050,0
1.021678005,6.70541
1.044897959,1.51308
1.068117914,0
1.091337868,0
1.114557823,2.01287
1.137777778,0.176313
1.160997732,0
1.184217687,0
1.207437642,0.535596
1.230657596,0
1.253877551,2.66055
1.277097506,0.299172
1.300317460,1.9898
1.323537415,0.997413
1.346757370,4.48778
1.369977324,1.15838
1.393197279,3.41199
1.416417234,0.944141
1.439637188,0.714945
1.462857143,2.31987
1.486077098,0.791076
1.509297052,0.60426
1.532517007,5.33201
1.555736961,0
1.578956916,0
1.602176871,0
1.625396825,0
1.648616780,0
1.671836735,2.13305
1.695056689,2.49699
1.718276644,0
1.741496599,3.55751
1.764716553,4.48556
1.787936508,1.74098
1.811156463,1.45061
1.834376417,3.91564
1.857596372,1.40775
1.880816327,2.95304
1.904036281,4.37906
1.927256236,1.49353
1.950476190,2.61632
1.973696145,2.46843
1.996916100,1.90714
2.020136054,1.76246
2.043356009,2.05145
2.066575964,2.02238
2.089795918,1.72906
2.113015873,3.96156
2.136235828,4.55111
2.159455782,0
2.182675737,0
2.205895692,2.75629
2.229115646,0
2.252335601,0
2.275555556,7.00732
2.298775510,0
2.321995465,0
2.345215420,0
2.368435374,9.42249
2.391655329,0
2.414875283,0
2.438095238,0
2.461315193,0
2.484535147,0
2.507755102,0
2.530975057,0
2.554195011,0
2.577414966,0
2.600634921,0
2.623854875,1.92168
2.647074830,0
2.670294785,12.8796
2.693514739,2.4473
2.716734694,0
2.739954649,1.73033
2.763174603,2.67084
2.786394558,0
2.809614512,0.844955
2.832834467,0
2.856054422,1.64883
2.879274376,0.234106
2.902494331,0.475111
2.925714286,16.1737
2.948934240,1.29018
2.972154195,2.74753
2.995374150,0.0813166
3.018594104,0.780279
3.041814059,1.23985
3.065034014,1.19148
3.088253968,0.92088
3.111473923,2.02245
3.134693878,0.670921
3.157913832,0
3.181133787,0
3.204353741,0
3.227573696,0
3.250793651,0
3.274013605,2.67031
3.297233560,0
3.320453515,0.291805
3.343673469,0.404659
3.366893424,0.70719
3.390113379,0.640433
3.413333333,0.249756
3.436553288,0.242122
3.459773243,0
3.482993197,3.06955
3.506213152,3.14946
3.529433107,10.8215
3.552653061,0
3.575873016,4.64775
3.599092971,3.139
3.622312925,2.73027
3.645532880,3.6008
3.668752834,0
3.691972789,0.63714
3.715192744,0.641036
3.738412698,0.640203
3.761632653,0.882071
3.784852608,2.72489
3.808072562,1.40526
3.831292517,5.89343
3.854512472,7.26301
3.877732426,0.862349
3.900952381,0.798522
3.924172336,0.185299
3.947392290,0
3.970612245,0.300389
3.993832200,0
4.017052154,0
4.040272109,0
4.063492063,0
4.086712018,0
4.109931973,0.816801
4.133151927,0
4.156371882,0
4.179591837,4.35214
4.202811791,0
4.226031746,0.230597
4.249251701,0.473554
4.272471655,4.18011
4.295691610,1.29509
4.318911565,3.29559
4.342131519,1.18474
4.365351474,0.972799
4.388571429,0
4.411791383,3.30571
4.435011338,2.20635
4.458231293,0
4.481451247,5.53998
4.504671202,0.50914
4.527891156,6.8563
4.551111111,0
4.574331066,0
4.597551020,0
4.620770975,1.29535
4.643990930,3.79114
4.667210884,1.19272
4.690430839,1.1041
4.713650794,1.59787
4.736870748,1.7445
4.760090703,0.865524
4.783310658,1.39227
4.806530612,1.54371
4.829750567,3.7364
4.852970522,4.98679
4.876190476,1.71675
4.899410431,2.44296
4.922630385,0
4.945850340,0
4.969070295,0
4.992290249,0
5.015510204,0
5.038730159,0
5.061950113,0
5.085170068,11.0537
5.108390023,0.820446
5.131609977,0.519855
5.154829932,3.02621
5.178049887,0
5.201269841,0
5.224489796,0.247019
5.247709751,0
5.270929705,0
5.294149660,0
5.317369615,0
5.340589569,0.601608
5.363809524,0
5.387029478,2.02365
5.410249433,1.88
5.433469388,1.77172
5.456689342,1.131
5.479909297,3.96075
5.503129252,1.59988
5.526349206,0
5.549569161,0
5.572789116,4.2381
5.596009070,2.18269
5.619229025,0.84458
5.642448980,0
5.665668934,2.01453
5.688888889,7.15933
5.712108844,0.357349
5.735328798,2.41187
5.758548753,0.774324
5.781768707,0
5.804988662,0
5.828208617,1.13724
5.851428571,0
5.874648526,0
5.897868481,2.46725
5.921088435,3.54753
5.944308390,3.23342
5.967528345,3.46632
5.990748299,6.55782
6.013968254,2.28958
6.037188209,0
6.060408163,0
6.083628118,0
6.106848073,8.43839
6.130068027,7.96735
6.153287982,0
6.176507937,0
6.199727891,0
6.222947846,0
6.246167800,0
6.269387755,1.08074
6.292607710,1.03752
6.315827664,0
6.339047619,0
6.362267574,0
6.385487528,0
6.408707483,0
6.431927438,0
6.455147392,0.225762
6.478367347,0
6.501587302,0.230733
6.524807256,1.16263
6.548027211,1.64255
6.571247166,1.60497
6.594467120,2.36406
6.617687075,3.00381
6.640907029,0.158333
6.664126984,0
6.687346939,0.301978
6.710566893,0.306313
6.733786848,0
6.757006803,0
6.780226757,0
6.803446712,0
6.826666667,0
6.849886621,2.26021
6.873106576,1.11201
6.896326531,1.10136
6.919546485,2.51466
6.942766440,1.05919
6.965986395,1.3367
6.989206349,0.515036
7.012426304,3.45372
7.035646259,0.424661
7.058866213,0
7.082086168,0
7.105306122,0
7.128526077,0
7.151746032,0.788572
7.174965986,2.25206
7.198185941,1.23947
7.221405896,0
7.244625850,1.2062
7.267845805,0
7.291065760,0.334028
7.314285714,0
7.337505669,0
7.360725624,0
7.383945578,1.39679
7.407165533,0
7.430385488,3.25291
7.453605442,0.865137
7.476825397,0.4159
7.500045351,0
7.523265306,0.701041
7.546485261,0
7.569705215,0
7.592925170,0
7.616145125,0
7.639365079,0
7.662585034,0
7.685804989,0
7.709024943,7.75066
7.732244898,10.9444
7.755464853,3.79081
7.778684807,3.84714
7.801904762,0
7.825124717,1.30444
7.848344671,0
7.871564626,0
7.894784580,0.181898
7.918004535,0
7.941224490,0.579322
7.964444444,0
